collected,value,metric
2020-08-28 21:34:00.518116,9296476,Active(file)
2020-08-28 21:34:00.518116,49416008,Inactive(file)
2020-08-28 21:34:00.518116,10332,Unevictable
2020-08-28 21:34:00.518116,10332,Mlocked
2020-08-28 21:34:00.518116,33554428,SwapTotal
2020-08-28 21:34:00.518116,33403132,SwapFree
2020-08-28 21:34:00.518116,3916,Dirty
2020-08-28 21:34:00.518116,16,Writeback
2020-08-28 21:34:00.518116,72140,AnonPages
2020-08-28 21:34:00.518116,4335156,Mapped
2020-08-28 21:34:00.518116,4303640,Shmem
2020-08-28 21:34:00.518116,1730212,Slab
2020-08-28 21:34:00.518116,1467020,SReclaimable
2020-08-28 21:34:00.518116,263192,SUnreclaim
2020-08-28 21:34:00.518116,8880,KernelStack
2020-08-28 21:34:00.518116,196740,PageTables
2020-08-28 21:34:00.518116,0,NFS_Unstable
2020-08-28 21:34:00.518116,0,Bounce
2020-08-28 21:34:00.518116,0,WritebackTmp
2020-08-28 21:34:00.518116,66527108,CommitLimit
2020-08-28 21:34:00.518116,5328644,Committed_AS
2020-08-28 21:34:00.518116,34359738367,VmallocTotal
2020-08-28 21:34:00.518116,0,VmallocUsed
2020-08-28 21:34:00.518116,0,VmallocChunk
2020-08-28 21:34:00.518116,0,HardwareCorrupted
2020-08-28 21:34:00.518116,0,AnonHugePages
2020-08-28 21:34:00.518116,0,ShmemHugePages
2020-08-28 21:34:00.518116,0,ShmemPmdMapped
2020-08-28 21:34:00.518116,0,CmaTotal
2020-08-28 21:34:00.518116,0,CmaFree
2020-08-28 21:34:00.518116,0,HugePages_Total
2020-08-28 21:34:00.518116,0,HugePages_Free
2020-08-28 21:34:00.518116,0,HugePages_Rsvd
2020-08-28 21:34:00.518116,0,HugePages_Surp
2020-08-28 21:34:00.518116,2048,Hugepagesize
2020-08-28 21:34:00.518116,2430512,DirectMap4k
2020-08-28 21:34:00.518116,61446144,DirectMap2M
2020-08-28 21:34:00.518116,4194304,DirectMap1G
2020-08-28 21:34:01.519338,65945364,MemTotal
2020-08-28 21:34:01.519338,398464,MemFree
2020-08-28 21:34:01.519338,59833172,MemAvailable
2020-08-28 21:34:01.519338,224800,Buffers
2020-08-28 21:34:01.519338,62782760,Cached
2020-08-28 21:34:01.519338,7060,SwapCached
2020-08-28 21:34:01.519338,13503252,Active
2020-08-28 21:34:01.519338,49565288,Inactive
2020-08-28 21:34:01.519338,4111224,Active(anon)
2020-08-28 21:34:01.519338,259904,Inactive(anon)
2020-08-28 21:34:01.519338,9392028,Active(file)
2020-08-28 21:34:01.519338,49305384,Inactive(file)
2020-08-28 21:34:01.519338,10332,Unevictable
2020-08-28 21:34:01.519338,10332,Mlocked
2020-08-28 21:34:01.519338,33554428,SwapTotal
2020-08-28 21:34:01.519338,33403132,SwapFree
2020-08-28 21:34:01.519338,5144,Dirty
2020-08-28 21:34:01.519338,48,Writeback
2020-08-28 21:34:01.519338,72140,AnonPages
2020-08-28 21:34:01.519338,4335156,Mapped
2020-08-28 21:34:01.519338,4303640,Shmem
2020-08-28 21:34:01.519338,1725820,Slab
2020-08-28 21:34:01.519338,1462628,SReclaimable
2020-08-28 21:34:01.519338,263192,SUnreclaim
2020-08-28 21:34:01.519338,8880,KernelStack
2020-08-28 21:34:01.519338,224312,PageTables
2020-08-28 21:34:01.519338,0,NFS_Unstable
2020-08-28 21:34:01.519338,0,Bounce
2020-08-28 21:34:01.519338,0,WritebackTmp
2020-08-28 21:34:01.519338,66527108,CommitLimit
2020-08-28 21:34:01.519338,5328644,Committed_AS
2020-08-28 21:34:01.519338,34359738367,VmallocTotal
2020-08-28 21:34:01.519338,0,VmallocUsed
2020-08-28 21:34:01.519338,0,VmallocChunk
2020-08-28 21:34:01.519338,0,HardwareCorrupted
2020-08-28 21:34:01.519338,0,AnonHugePages
2020-08-28 21:34:01.519338,0,ShmemHugePages
2020-08-28 21:34:01.519338,0,ShmemPmdMapped
2020-08-28 21:34:01.519338,0,CmaTotal
2020-08-28 21:34:01.519338,0,CmaFree
2020-08-28 21:34:01.519338,0,HugePages_Total
2020-08-28 21:34:01.519338,0,HugePages_Free
2020-08-28 21:34:01.519338,0,HugePages_Rsvd
2020-08-28 21:34:01.519338,0,HugePages_Surp
2020-08-28 21:34:01.519338,2048,Hugepagesize
2020-08-28 21:34:01.519338,2430512,DirectMap4k
2020-08-28 21:34:01.519338,61446144,DirectMap2M
2020-08-28 21:34:01.519338,4194304,DirectMap1G
2020-08-28 21:34:02.520623,65945364,MemTotal
2020-08-28 21:34:02.520623,501368,MemFree
2020-08-28 21:34:02.520623,59819664,MemAvailable
2020-08-28 21:34:02.520623,224800,Buffers
2020-08-28 21:34:02.520623,62672048,Cached
2020-08-28 21:34:02.520623,7060,SwapCached
2020-08-28 21:34:02.520623,13562744,Active
2020-08-28 21:34:02.520623,49393956,Inactive
2020-08-28 21:34:02.520623,4102664,Active(anon)
2020-08-28 21:34:02.520623,268476,Inactive(anon)
2020-08-28 21:34:02.520623,9460080,Active(file)
2020-08-28 21:34:02.520623,49125480,Inactive(file)
2020-08-28 21:34:02.520623,10332,Unevictable
2020-08-28 21:34:02.520623,10332,Mlocked
2020-08-28 21:34:02.520623,33554428,SwapTotal
2020-08-28 21:34:02.520623,33403132,SwapFree
2020-08-28 21:34:02.520623,5940,Dirty
2020-08-28 21:34:02.520623,0,Writeback
2020-08-28 21:34:02.520623,72144,AnonPages
2020-08-28 21:34:02.520623,4335164,Mapped
2020-08-28 21:34:02.520623,4303648,Shmem
2020-08-28 21:34:02.520623,1721284,Slab
2020-08-28 21:34:02.520623,1458068,SReclaimable
2020-08-28 21:34:02.520623,263216,SUnreclaim
2020-08-28 21:34:02.520623,8880,KernelStack
2020-08-28 21:34:02.520623,236540,PageTables
2020-08-28 21:34:02.520623,0,NFS_Unstable
2020-08-28 21:34:02.520623,0,Bounce
2020-08-28 21:34:02.520623,0,WritebackTmp
2020-08-28 21:34:02.520623,66527108,CommitLimit
2020-08-28 21:34:02.520623,5328644,Committed_AS
2020-08-28 21:34:02.520623,34359738367,VmallocTotal
2020-08-28 21:34:02.520623,0,VmallocUsed
2020-08-28 21:34:02.520623,0,VmallocChunk
2020-08-28 21:34:02.520623,0,HardwareCorrupted
2020-08-28 21:34:02.520623,0,AnonHugePages
2020-08-28 21:34:02.520623,0,ShmemHugePages
2020-08-28 21:34:02.520623,0,ShmemPmdMapped
2020-08-28 21:34:02.520623,0,CmaTotal
2020-08-28 21:34:02.520623,0,CmaFree
2020-08-28 21:34:02.520623,0,HugePages_Total
2020-08-28 21:34:02.520623,0,HugePages_Free
2020-08-28 21:34:02.520623,0,HugePages_Rsvd
2020-08-28 21:34:02.520623,0,HugePages_Surp
2020-08-28 21:34:02.520623,2048,Hugepagesize
2020-08-28 21:34:02.520623,2430512,DirectMap4k
2020-08-28 21:34:02.520623,61446144,DirectMap2M
2020-08-28 21:34:02.520623,4194304,DirectMap1G
2020-08-28 21:34:03.521964,65945364,MemTotal
2020-08-28 21:34:03.521964,522432,MemFree
2020-08-28 21:34:03.521964,59820404,MemAvailable
2020-08-28 21:34:03.521964,224800,Buffers
2020-08-28 21:34:03.521964,62652344,Cached
2020-08-28 21:34:03.521964,7060,SwapCached
2020-08-28 21:34:03.521964,13666192,Active
2020-08-28 21:34:03.521964,49273432,Inactive
2020-08-28 21:34:03.521964,4097400,Active(anon)
2020-08-28 21:34:03.521964,273740,Inactive(anon)
2020-08-28 21:34:03.521964,9568792,Active(file)
2020-08-28 21:34:03.521964,48999692,Inactive(file)
2020-08-28 21:34:03.521964,10332,Unevictable
2020-08-28 21:34:03.521964,10332,Mlocked
2020-08-28 21:34:03.521964,33554428,SwapTotal
2020-08-28 21:34:03.521964,33403132,SwapFree
2020-08-28 21:34:03.521964,7156,Dirty
2020-08-28 21:34:03.521964,0,Writeback
2020-08-28 21:34:03.521964,72144,AnonPages
2020-08-28 21:34:03.521964,4335164,Mapped
2020-08-28 21:34:03.521964,4303648,Shmem
2020-08-28 21:34:03.521964,1718044,Slab
2020-08-28 21:34:03.521964,1454820,SReclaimable
2020-08-28 21:34:03.521964,263224,SUnreclaim
2020-08-28 21:34:03.521964,8880,KernelStack
2020-08-28 21:34:03.521964,237512,PageTables
2020-08-28 21:34:03.521964,0,NFS_Unstable
2020-08-28 21:34:03.521964,0,Bounce
2020-08-28 21:34:03.521964,0,WritebackTmp
2020-08-28 21:34:03.521964,66527108,CommitLimit
2020-08-28 21:34:03.521964,5328644,Committed_AS
2020-08-28 21:34:03.521964,34359738367,VmallocTotal
2020-08-28 21:34:03.521964,0,VmallocUsed
2020-08-28 21:34:03.521964,0,VmallocChunk
2020-08-28 21:34:03.521964,0,HardwareCorrupted
2020-08-28 21:34:03.521964,0,AnonHugePages
2020-08-28 21:34:03.521964,0,ShmemHugePages
2020-08-28 21:34:03.521964,0,ShmemPmdMapped
2020-08-28 21:34:03.521964,0,CmaTotal
2020-08-28 21:34:03.521964,0,CmaFree
2020-08-28 21:34:03.521964,0,HugePages_Total
2020-08-28 21:34:03.521964,0,HugePages_Free
2020-08-28 21:34:03.521964,0,HugePages_Rsvd
2020-08-28 21:34:03.521964,0,HugePages_Surp
2020-08-28 21:34:03.521964,2048,Hugepagesize
2020-08-28 21:34:03.521964,2430512,DirectMap4k
2020-08-28 21:34:03.521964,61446144,DirectMap2M
2020-08-28 21:34:03.521964,4194304,DirectMap1G
2020-08-28 21:34:04.523249,65945364,MemTotal
2020-08-28 21:34:04.523249,481676,MemFree
2020-08-28 21:34:04.523249,59820136,MemAvailable
2020-08-28 21:34:04.523249,224808,Buffers
2020-08-28 21:34:04.523249,62696260,Cached
2020-08-28 21:34:04.523249,7060,SwapCached
2020-08-28 21:34:04.523249,13732192,Active
2020-08-28 21:34:04.523249,49250580,Inactive
2020-08-28 21:34:04.523249,4092224,Active(anon)
2020-08-28 21:34:04.523249,278920,Inactive(anon)
2020-08-28 21:34:04.523249,9639968,Active(file)
2020-08-28 21:34:04.523249,48971660,Inactive(file)
2020-08-28 21:34:04.523249,10332,Unevictable
2020-08-28 21:34:04.523249,10332,Mlocked
2020-08-28 21:34:04.523249,33554428,SwapTotal
2020-08-28 21:34:04.523249,33403132,SwapFree
2020-08-28 21:34:04.523249,8316,Dirty
2020-08-28 21:34:04.523249,8,Writeback
2020-08-28 21:34:04.523249,72148,AnonPages
2020-08-28 21:34:04.523249,4335164,Mapped
2020-08-28 21:34:04.523249,4303648,Shmem
2020-08-28 21:34:04.523249,1715700,Slab
2020-08-28 21:34:04.523249,1452164,SReclaimable
2020-08-28 21:34:04.523249,263536,SUnreclaim
2020-08-28 21:34:04.523249,8880,KernelStack
2020-08-28 21:34:04.523249,238188,PageTables
2020-08-28 21:34:04.523249,0,NFS_Unstable
2020-08-28 21:34:04.523249,0,Bounce
2020-08-28 21:34:04.523249,0,WritebackTmp
2020-08-28 21:34:04.523249,66527108,CommitLimit
2020-08-28 21:34:04.523249,5328644,Committed_AS
2020-08-28 21:34:04.523249,34359738367,VmallocTotal
2020-08-28 21:34:04.523249,0,VmallocUsed
2020-08-28 21:34:04.523249,0,VmallocChunk
2020-08-28 21:34:04.523249,0,HardwareCorrupted
2020-08-28 21:34:04.523249,0,AnonHugePages
2020-08-28 21:34:04.523249,0,ShmemHugePages
2020-08-28 21:34:04.523249,0,ShmemPmdMapped
2020-08-28 21:34:04.523249,0,CmaTotal
2020-08-28 21:34:04.523249,0,CmaFree
2020-08-28 21:34:04.523249,0,HugePages_Total
2020-08-28 21:34:04.523249,0,HugePages_Free
2020-08-28 21:34:04.523249,0,HugePages_Rsvd
2020-08-28 21:34:04.523249,0,HugePages_Surp
2020-08-28 21:34:04.523249,2048,Hugepagesize
2020-08-28 21:34:04.523249,2430512,DirectMap4k
2020-08-28 21:34:04.523249,61446144,DirectMap2M
2020-08-28 21:34:04.523249,4194304,DirectMap1G
2020-08-28 21:34:05.524635,65945364,MemTotal
2020-08-28 21:34:05.524635,394320,MemFree
2020-08-28 21:34:05.524635,59819044,MemAvailable
2020-08-28 21:34:05.524635,224808,Buffers
2020-08-28 21:34:05.524635,62787532,Cached
2020-08-28 21:34:05.524635,7060,SwapCached
2020-08-28 21:34:05.524635,13802684,Active
2020-08-28 21:34:05.524635,49268024,Inactive
2020-08-28 21:34:05.524635,4089712,Active(anon)
2020-08-28 21:34:05.524635,281432,Inactive(anon)
2020-08-28 21:34:05.524635,9712972,Active(file)
2020-08-28 21:34:05.524635,48986592,Inactive(file)
2020-08-28 21:34:05.524635,10332,Unevictable
2020-08-28 21:34:05.524635,10332,Mlocked
2020-08-28 21:34:05.524635,33554428,SwapTotal
2020-08-28 21:34:05.524635,33403132,SwapFree
2020-08-28 21:34:05.524635,8892,Dirty
2020-08-28 21:34:05.524635,0,Writeback
2020-08-28 21:34:05.524635,72148,AnonPages
2020-08-28 21:34:05.524635,4335164,Mapped
2020-08-28 21:34:05.524635,4303648,Shmem
2020-08-28 21:34:05.524635,1713964,Slab
2020-08-28 21:34:05.524635,1450492,SReclaimable
2020-08-28 21:34:05.524635,263472,SUnreclaim
2020-08-28 21:34:05.524635,8880,KernelStack
2020-08-28 21:34:05.524635,238692,PageTables
2020-08-28 21:34:05.524635,0,NFS_Unstable
2020-08-28 21:34:05.524635,0,Bounce
2020-08-28 21:34:05.524635,0,WritebackTmp
2020-08-28 21:34:05.524635,66527108,CommitLimit
2020-08-28 21:34:05.524635,5328644,Committed_AS
2020-08-28 21:34:05.524635,34359738367,VmallocTotal
2020-08-28 21:34:05.524635,0,VmallocUsed
2020-08-28 21:34:05.524635,0,VmallocChunk
2020-08-28 21:34:05.524635,0,HardwareCorrupted
2020-08-28 21:34:05.524635,0,AnonHugePages
2020-08-28 21:34:05.524635,0,ShmemHugePages
2020-08-28 21:34:05.524635,0,ShmemPmdMapped
2020-08-28 21:34:05.524635,0,CmaTotal
2020-08-28 21:34:05.524635,0,CmaFree
2020-08-28 21:34:05.524635,0,HugePages_Total
2020-08-28 21:34:05.524635,0,HugePages_Free
2020-08-28 21:34:05.524635,0,HugePages_Rsvd
2020-08-28 21:34:05.524635,0,HugePages_Surp
2020-08-28 21:34:05.524635,2048,Hugepagesize
2020-08-28 21:34:05.524635,2430512,DirectMap4k
2020-08-28 21:34:05.524635,61446144,DirectMap2M
2020-08-28 21:34:05.524635,4194304,DirectMap1G
2020-08-28 21:34:06.526017,65945364,MemTotal
2020-08-28 21:34:06.526017,569920,MemFree
2020-08-28 21:34:06.526017,59820100,MemAvailable
2020-08-28 21:34:06.526017,224816,Buffers
2020-08-28 21:34:06.526017,62613856,Cached
2020-08-28 21:34:06.526017,7060,SwapCached
2020-08-28 21:34:06.526017,13809484,Active
2020-08-28 21:34:06.526017,49091708,Inactive
2020-08-28 21:34:06.526017,4082160,Active(anon)
2020-08-28 21:34:06.526017,288988,Inactive(anon)
2020-08-28 21:34:06.526017,9727324,Active(file)
2020-08-28 21:34:06.526017,48802720,Inactive(file)
2020-08-28 21:34:06.526017,10332,Unevictable
2020-08-28 21:34:06.526017,10332,Mlocked
2020-08-28 21:34:06.526017,33554428,SwapTotal
2020-08-28 21:34:06.526017,33403132,SwapFree
2020-08-28 21:34:06.526017,9704,Dirty
2020-08-28 21:34:06.526017,8,Writeback
2020-08-28 21:34:06.526017,72152,AnonPages
2020-08-28 21:34:06.526017,4335164,Mapped
2020-08-28 21:34:06.526017,4303648,Shmem
2020-08-28 21:34:06.526017,1708876,Slab
2020-08-28 21:34:06.526017,1445468,SReclaimable
2020-08-28 21:34:06.526017,263408,SUnreclaim
2020-08-28 21:34:06.526017,8880,KernelStack
2020-08-28 21:34:06.526017,239168,PageTables
2020-08-28 21:34:06.526017,0,NFS_Unstable
2020-08-28 21:34:06.526017,0,Bounce
2020-08-28 21:34:06.526017,0,WritebackTmp
2020-08-28 21:34:06.526017,66527108,CommitLimit
2020-08-28 21:34:06.526017,5328644,Committed_AS
2020-08-28 21:34:06.526017,34359738367,VmallocTotal
2020-08-28 21:34:06.526017,0,VmallocUsed
2020-08-28 21:34:06.526017,0,VmallocChunk
2020-08-28 21:34:06.526017,0,HardwareCorrupted
2020-08-28 21:34:06.526017,0,AnonHugePages
2020-08-28 21:34:06.526017,0,ShmemHugePages
2020-08-28 21:34:06.526017,0,ShmemPmdMapped
2020-08-28 21:34:06.526017,0,CmaTotal
2020-08-28 21:34:06.526017,0,CmaFree
2020-08-28 21:34:06.526017,0,HugePages_Total
2020-08-28 21:34:06.526017,0,HugePages_Free
2020-08-28 21:34:06.526017,0,HugePages_Rsvd
2020-08-28 21:34:06.526017,0,HugePages_Surp
2020-08-28 21:34:06.526017,2048,Hugepagesize
2020-08-28 21:34:06.526017,2430512,DirectMap4k
2020-08-28 21:34:06.526017,61446144,DirectMap2M
2020-08-28 21:34:06.526017,4194304,DirectMap1G
2020-08-28 21:34:07.527339,65945364,MemTotal
2020-08-28 21:34:07.527339,397784,MemFree
2020-08-28 21:34:07.527339,59817508,MemAvailable
2020-08-28 21:34:07.527339,224816,Buffers
2020-08-28 21:34:07.527339,62783720,Cached
2020-08-28 21:34:07.527339,7060,SwapCached
2020-08-28 21:34:07.527339,13909524,Active
2020-08-28 21:34:07.527339,49161332,Inactive
2020-08-28 21:34:07.527339,4081808,Active(anon)
2020-08-28 21:34:07.527339,289340,Inactive(anon)
2020-08-28 21:34:07.527339,9827716,Active(file)
2020-08-28 21:34:07.527339,48871992,Inactive(file)
2020-08-28 21:34:07.527339,10332,Unevictable
2020-08-28 21:34:07.527339,10332,Mlocked
2020-08-28 21:34:07.527339,33554428,SwapTotal
2020-08-28 21:34:07.527339,33403132,SwapFree
2020-08-28 21:34:07.527339,10320,Dirty
2020-08-28 21:34:07.527339,648,Writeback
2020-08-28 21:34:07.527339,72152,AnonPages
2020-08-28 21:34:07.527339,4335164,Mapped
2020-08-28 21:34:07.527339,4303648,Shmem
2020-08-28 21:34:07.527339,1709924,Slab
2020-08-28 21:34:07.527339,1445348,SReclaimable
2020-08-28 21:34:07.527339,264576,SUnreclaim
2020-08-28 21:34:07.527339,8880,KernelStack
2020-08-28 21:34:07.527339,239584,PageTables
2020-08-28 21:34:07.527339,0,NFS_Unstable
2020-08-28 21:34:07.527339,0,Bounce
2020-08-28 21:34:07.527339,0,WritebackTmp
2020-08-28 21:34:07.527339,66527108,CommitLimit
2020-08-28 21:34:07.527339,5328644,Committed_AS
2020-08-28 21:34:07.527339,34359738367,VmallocTotal
2020-08-28 21:34:07.527339,0,VmallocUsed
2020-08-28 21:34:07.527339,0,VmallocChunk
2020-08-28 21:34:07.527339,0,HardwareCorrupted
2020-08-28 21:34:07.527339,0,AnonHugePages
2020-08-28 21:34:07.527339,0,ShmemHugePages
2020-08-28 21:34:07.527339,0,ShmemPmdMapped
2020-08-28 21:34:07.527339,0,CmaTotal
2020-08-28 21:34:07.527339,0,CmaFree
2020-08-28 21:34:07.527339,0,HugePages_Total
2020-08-28 21:34:07.527339,0,HugePages_Free
2020-08-28 21:34:07.527339,0,HugePages_Rsvd
2020-08-28 21:34:07.527339,0,HugePages_Surp
2020-08-28 21:34:07.527339,2048,Hugepagesize
2020-08-28 21:34:07.527339,2430512,DirectMap4k
2020-08-28 21:34:07.527339,61446144,DirectMap2M
2020-08-28 21:34:07.527339,4194304,DirectMap1G
2020-08-28 21:34:08.528662,65945364,MemTotal
2020-08-28 21:34:08.528662,456204,MemFree
2020-08-28 21:34:08.528662,59817388,MemAvailable
2020-08-28 21:34:08.528662,224816,Buffers
2020-08-28 21:34:08.528662,62731528,Cached
2020-08-28 21:34:08.528662,7060,SwapCached
2020-08-28 21:34:08.528662,13967172,Active
2020-08-28 21:34:08.528662,49047884,Inactive
2020-08-28 21:34:08.528662,4077212,Active(anon)
2020-08-28 21:34:08.528662,293940,Inactive(anon)
