collected,Active,Active(anon),Active(file),AnonHugePages,AnonPages,Bounce,Buffers,Cached,CmaFree,CmaTotal,CommitLimit,Committed_AS,DirectMap1G,DirectMap2M,DirectMap4k,Dirty,HardwareCorrupted,HugePages_Free,HugePages_Rsvd,HugePages_Surp,HugePages_Total,Hugepagesize,Inactive,Inactive(anon),Inactive(file),KernelStack,Mapped,MemAvailable,MemFree,MemTotal,Mlocked,NFS_Unstable,PageTables,SReclaimable,SUnreclaim,Shmem,ShmemHugePages,ShmemPmdMapped,Slab,SwapCached,SwapFree,SwapTotal,Unevictable,VmallocChunk,VmallocTotal,VmallocUsed,Writeback,WritebackTmp,avg_latency,b,bi,bo,buff,cache,cs,free,id,in,max_latency,min_latency,nvme2n1_%rrqm,nvme2n1_%util,nvme2n1_%wrqm,nvme2n1_aqu-sz,nvme2n1_r/s,nvme2n1_rMB/s,nvme2n1_r_await,nvme2n1_rareq-sz,nvme2n1_rrqm/s,nvme2n1_svctm,nvme2n1_w/s,nvme2n1_wMB/s,nvme2n1_w_await,nvme2n1_wareq-sz,nvme2n1_wrqm/s,r,rate,si,so,st,swpd,sy,us,wa
2020-08-28 21:34:08,13909524.0,4081808.0,9827716.0,0.0,72152.0,0.0,224816.0,62783720.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,10320.0,0.0,0.0,0.0,0.0,0.0,2048.0,49161332.0,289340.0,48871992.0,8880.0,4335164.0,59817508.0,397784.0,65945364.0,10332.0,0.0,239584.0,1445348.0,264576.0,4303648.0,0.0,0.0,1709924.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,648.0,0.0,,15.0,110032.0,528400.0,224816.0,64228852.0,207344.0,397588.0,37.0,67556.0,,,0.0,101.2,0.0,83.76,13010.0,107.96,0.98,8.5,0.0,0.02,45536.0,510.27,1.57,11.47,0.0,5.0,,0.0,0.0,0.0,151296.0,8.0,13.0,43.0
2020-08-28 21:34:09,13967172.0,4077212.0,9889960.0,0.0,72156.0,0.0,224816.0,62731528.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,10900.0,0.0,0.0,0.0,0.0,0.0,2048.0,49047884.0,293940.0,48753944.0,8880.0,4335164.0,59817388.0,456204.0,65945364.0,10332.0,0.0,239820.0,1442612.0,263664.0,4303648.0,0.0,0.0,1706276.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,,10.0,115840.0,485840.0,224816.0,64170084.0,216748.0,457816.0,37.0,63607.0,,,0.0,101.2,0.0,79.74,13523.0,112.27,0.98,8.5,0.0,0.02,41434.0,479.05,1.63,11.84,0.0,9.0,,0.0,0.0,0.0,151296.0,8.0,13.0,42.0
2020-08-28 21:34:10,14034776.0,4070080.0,9964696.0,0.0,72156.0,0.0,224828.0,62710892.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,5408.0,0.0,0.0,0.0,0.0,0.0,2048.0,48961656.0,300800.0,48660856.0,8880.0,4335164.0,59816712.0,476876.0,65945364.0,10332.0,0.0,239972.0,1439616.0,263760.0,4303648.0,0.0,0.0,1703376.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,24.0,0.0,,15.0,162524.0,353312.0,224828.0,64184768.0,298279.0,443332.0,27.0,46370.0,,,0.0,103.2,0.06,27.38,19157.0,158.72,0.8,8.48,0.0,0.03,16212.0,345.49,0.77,21.82,9.0,9.0,,0.0,0.0,0.0,151296.0,10.0,18.0,45.0
2020-08-28 21:34:11,14163896.0,4067536.0,10096360.0,0.0,72160.0,0.0,224828.0,62763544.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,6320.0,0.0,0.0,0.0,0.0,0.0,2048.0,48884808.0,303620.0,48581188.0,8880.0,4335164.0,59816260.0,426348.0,65945364.0,10332.0,0.0,240004.0,1437696.0,263760.0,4303648.0,0.0,0.0,1701456.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,,8.0,168984.0,285136.0,224828.0,64198240.0,310359.0,429696.0,27.0,38991.0,,,0.0,102.8,0.0,15.46,20030.0,165.16,0.76,8.44,0.0,0.04,7355.0,278.42,0.08,38.76,0.0,17.0,,0.0,0.0,0.0,151296.0,10.0,18.0,45.0
2020-08-28 21:34:12,14278340.0,4063720.0,10214620.0,0.0,72160.0,0.0,224836.0,62791976.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,7236.0,0.0,0.0,0.0,0.0,0.0,2048.0,48800368.0,307436.0,48492932.0,8880.0,4335164.0,59816876.0,398944.0,65945364.0,10332.0,0.0,240208.0,1435712.0,263760.0,4303648.0,0.0,0.0,1699472.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,128.0,0.0,,9.0,165344.0,276148.0,224836.0,64224408.0,303818.0,402044.0,28.0,38395.0,,,0.0,101.6,0.0,15.46,19575.0,161.56,0.79,8.45,0.0,0.04,6961.0,270.0,0.09,39.72,0.0,8.0,,0.0,0.0,0.0,151296.0,10.0,17.0,45.0
2020-08-28 21:34:13,14337296.0,4058936.0,10278360.0,0.0,72164.0,0.0,224836.0,62700152.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,8476.0,0.0,0.0,0.0,0.0,0.0,2048.0,48647036.0,312224.0,48334812.0,8880.0,4335164.0,59815328.0,495104.0,65945364.0,10332.0,0.0,240220.0,1432384.0,264816.0,4303648.0,0.0,0.0,1697200.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1884.0,0.0,,4.0,133392.0,299360.0,224836.0,64131596.0,246776.0,496280.0,36.0,40911.0,,,0.0,101.2,0.0,42.09,15876.0,131.23,0.82,8.46,0.0,0.03,13468.0,287.54,2.19,21.86,0.0,1.0,,0.0,0.0,0.0,151296.0,9.0,15.0,41.0
2020-08-28 21:34:14,14397716.0,4057528.0,10340188.0,0.0,72164.0,0.0,224840.0,62787320.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,3420.0,0.0,0.0,0.0,0.0,0.0,2048.0,48673284.0,313632.0,48359652.0,8880.0,4335164.0,59813932.0,407892.0,65945364.0,10332.0,0.0,240220.0,1431532.0,264856.0,4303648.0,0.0,0.0,1696388.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2080.0,0.0,,14.0,79380.0,372036.0,224840.0,64218612.0,151677.0,408016.0,46.0,47141.0,,,0.0,100.4,0.0,106.0,9319.0,77.33,1.18,8.5,0.0,0.03,29092.0,358.84,3.27,12.63,0.0,2.0,,0.0,0.0,0.0,151296.0,6.0,8.0,40.0
2020-08-28 21:34:15,14440712.0,4054808.0,10385904.0,0.0,72168.0,0.0,224840.0,62727604.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,4000.0,0.0,0.0,0.0,0.0,0.0,2048.0,48574188.0,316356.0,48257832.0,8880.0,4335164.0,59817964.0,469280.0,65945364.0,10332.0,0.0,240220.0,1430280.0,263360.0,4303648.0,0.0,0.0,1693640.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,404.0,0.0,,19.0,80316.0,361736.0,224840.0,64154528.0,154075.0,472752.0,46.0,46807.0,,,0.0,100.4,0.0,108.28,9395.0,77.58,1.16,8.46,0.0,0.03,28961.0,357.44,3.41,12.64,0.0,3.0,,0.0,0.0,0.0,151296.0,5.0,9.0,40.0
2020-08-28 21:34:16,14499852.0,4053408.0,10446444.0,0.0,72168.0,0.0,224840.0,62789672.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,4400.0,0.0,0.0,0.0,0.0,0.0,2048.0,48574960.0,317756.0,48257204.0,8880.0,4335164.0,59817020.0,409264.0,65945364.0,10332.0,0.0,240220.0,1429440.0,263360.0,4303648.0,0.0,0.0,1692800.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,64.0,0.0,,21.0,78860.0,377336.0,224840.0,64215244.0,149776.0,412488.0,47.0,51162.0,,,0.0,100.8,0.0,110.54,9226.0,76.75,1.24,8.52,0.0,0.02,33480.0,368.14,2.99,11.26,0.0,3.0,,0.0,0.0,0.0,151296.0,6.0,8.0,39.0
2020-08-28 21:34:17,14535800.0,4049776.0,10486024.0,0.0,72172.0,0.0,224848.0,62725728.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,4956.0,0.0,0.0,0.0,0.0,0.0,2048.0,48477212.0,321392.0,48155820.0,8880.0,4335164.0,59817596.0,473652.0,65945364.0,10332.0,0.0,240220.0,1427432.0,263328.0,4303648.0,0.0,0.0,1690760.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,32.0,0.0,,7.0,78232.0,370692.0,224848.0,64152384.0,150134.0,474396.0,46.0,50891.0,,,0.0,101.6,0.0,109.36,9291.0,76.57,1.2,8.44,0.0,0.02,33029.0,362.1,2.93,11.23,0.0,4.0,,0.0,0.0,0.0,151296.0,6.0,9.0,39.0
2020-08-28 21:34:18,14604852.0,4048380.0,10556472.0,0.0,72172.0,0.0,224848.0,62801024.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,5412.0,0.0,0.0,0.0,0.0,0.0,2048.0,48481896.0,322788.0,48159108.0,8880.0,4335164.0,59816116.0,399088.0,65945364.0,10332.0,0.0,240220.0,1426780.0,263368.0,4303648.0,0.0,0.0,1690148.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,,12.0,78240.0,359088.0,224848.0,64224412.0,150340.0,402808.0,47.0,48499.0,,,0.0,100.4,0.0,103.56,9203.0,76.05,1.16,8.46,0.0,0.03,30641.0,350.05,3.04,11.7,0.0,8.0,,0.0,0.0,0.0,151296.0,6.0,9.0,38.0
2020-08-28 21:34:19,14654216.0,4045672.0,10608544.0,0.0,72172.0,0.0,224848.0,62756516.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,6232.0,0.0,0.0,0.0,0.0,0.0,2048.0,48389516.0,325496.0,48064020.0,8880.0,4335164.0,59817040.0,444824.0,65945364.0,10332.0,0.0,240224.0,1424984.0,264752.0,4303648.0,0.0,0.0,1689736.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1760.0,0.0,,9.0,77704.0,345456.0,224848.0,64181344.0,146254.0,445196.0,46.0,46951.0,,,0.0,100.4,0.0,104.77,9311.0,77.17,1.17,8.49,0.0,0.03,29096.0,333.55,3.24,11.74,0.0,1.0,,0.0,0.0,0.0,151296.0,6.0,9.0,39.0
2020-08-28 21:34:20,14720428.0,4043804.0,10676624.0,0.0,72176.0,0.0,224848.0,62784732.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,6296.0,0.0,0.0,0.0,0.0,0.0,2048.0,48351600.0,327296.0,48024304.0,8880.0,4335164.0,59817824.0,417724.0,65945364.0,10332.0,0.0,240224.0,1424504.0,263792.0,4303648.0,0.0,0.0,1688296.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,532.0,0.0,,9.0,79612.0,338688.0,224848.0,64232548.0,151621.0,395732.0,46.0,46612.0,,,0.0,100.8,0.0,107.86,9275.0,76.48,1.2,8.44,0.0,0.03,29251.0,334.58,3.32,11.71,0.0,15.0,,0.0,0.0,0.0,151296.0,5.0,9.0,40.0
2020-08-28 21:34:21,14807880.0,4040508.0,10767372.0,0.0,72176.0,0.0,224876.0,62721384.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,2536.0,0.0,0.0,0.0,0.0,0.0,2048.0,48200344.0,330664.0,47869680.0,8880.0,4335164.0,59818548.0,484544.0,65945364.0,10332.0,0.0,240224.0,1422284.0,263472.0,4303648.0,0.0,0.0,1685756.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,,14.0,140020.0,257272.0,224876.0,64141580.0,260174.0,485784.0,38.0,34071.0,,,0.0,99.6,0.31,14.44,16697.0,137.19,0.72,8.41,0.0,0.04,6082.0,252.02,0.52,42.43,19.0,4.0,,0.0,0.0,0.0,151296.0,9.0,15.0,37.0
2020-08-28 21:34:22,14914240.0,4038132.0,10876108.0,0.0,72180.0,0.0,224884.0,62732580.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,3320.0,0.0,0.0,0.0,0.0,0.0,2048.0,48105524.0,333044.0,47772480.0,8880.0,4335164.0,59818300.0,474252.0,65945364.0,10332.0,0.0,240224.0,1420792.0,263472.0,4303648.0,0.0,0.0,1684264.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,56.0,0.0,,16.0,150556.0,245604.0,224884.0,64149136.0,277248.0,478964.0,34.0,34517.0,,,0.0,100.8,0.0,14.28,17793.0,146.83,0.81,8.45,0.0,0.04,5527.0,239.45,0.13,44.36,0.0,5.0,,0.0,0.0,0.0,151296.0,8.0,14.0,43.0
2020-08-28 21:34:23,15038200.0,4036736.0,11001464.0,0.0,72180.0,0.0,224884.0,62810848.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,3644.0,0.0,0.0,0.0,0.0,0.0,2048.0,48060080.0,334440.0,47725640.0,8880.0,4335164.0,59818156.0,396132.0,65945364.0,10332.0,0.0,240224.0,1420252.0,263472.0,4303648.0,0.0,0.0,1683724.0,7060.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,24.0,0.0,,18.0,150784.0,245560.0,224884.0,64227336.0,278395.0,400100.0,33.0,34524.0,,,0.0,100.4,0.76,13.24,17807.0,146.87,0.74,8.45,0.0,0.04,5452.0,238.98,0.14,44.89,42.0,6.0,,0.0,0.0,0.0,151296.0,9.0,16.0,42.0
2020-08-28 21:34:24,15115632.0,4032776.0,11082856.0,0.0,72184.0,0.0,224884.0,62783452.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,4820.0,0.0,0.0,0.0,0.0,0.0,2048.0,47955252.0,338392.0,47616860.0,8880.0,4335164.0,59817668.0,424776.0,65945364.0,10332.0,0.0,240224.0,1418508.0,263472.0,4303640.0,0.0,0.0,1681980.0,7056.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,32.0,0.0,,7.0,142696.0,263160.0,224884.0,64200084.0,263538.0,426760.0,35.0,36721.0,,,0.0,99.6,0.0,23.4,17081.0,140.48,0.76,8.42,0.0,0.04,8610.0,255.46,1.25,30.38,0.0,9.0,,0.0,8.0,0.0,151296.0,9.0,16.0,40.0
2020-08-28 21:34:25,15141828.0,4029600.0,11112228.0,0.0,72180.0,0.0,224884.0,62675488.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,5288.0,0.0,0.0,0.0,0.0,0.0,2048.0,47820876.0,341564.0,47479312.0,8880.0,4335164.0,59818116.0,535072.0,65945364.0,10332.0,0.0,240224.0,1416836.0,263536.0,4303640.0,0.0,0.0,1680372.0,7052.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,,23.0,79564.0,355096.0,224884.0,64091188.0,151999.0,536064.0,45.0,45337.0,,,0.0,100.0,0.0,102.59,9294.0,76.74,1.21,8.45,0.0,0.03,28157.0,348.68,3.3,12.68,0.0,1.0,,0.0,0.0,0.0,151296.0,6.0,9.0,40.0
2020-08-28 21:34:26,15230376.0,4029604.0,11200772.0,0.0,72184.0,0.0,224884.0,62788124.0,0.0,0.0,66527108.0,5328644.0,4194304.0,61446144.0,2430512.0,6128.0,0.0,0.0,0.0,0.0,0.0,2048.0,47844996.0,341564.0,47503432.0,8880.0,4335164.0,59817332.0,421624.0,65945364.0,10332.0,0.0,240224.0,1416836.0,264888.0,4303640.0,0.0,0.0,1681724.0,7052.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2224.0,0.0,,16.0,95840.0,411280.0,224884.0,64203608.0,182356.0,423988.0,40.0,51465.0,,,0.0,100.4,0.0,92.67,11285.0,92.86,1.11,8.43,0.0,0.02,31539.0,400.4,2.57,13.0,0.0,0.0,,0.0,0.0,0.0,151296.0,7.0,10.0,43.0
2020-08-28 21:34:27,15289816.0,4028320.0,11261496.0,0.0,72184.0,0.0,224892.0,62800212.0,0.0,0.0,66527108.0,5339408.0,4194304.0,61446144.0,2430512.0,6336.0,0.0,0.0,0.0,0.0,0.0,2048.0,47797264.0,342848.0,47454416.0,8880.0,4335164.0,59816920.0,410240.0,65945364.0,10332.0,0.0,240224.0,1416100.0,263624.0,4303640.0,0.0,0.0,1679724.0,7052.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,56.0,0.0,,8.0,81148.0,384348.0,224892.0,64212124.0,154830.0,414456.0,44.0,50867.0,,,0.0,100.8,0.0,108.46,9561.0,79.14,1.2,8.48,0.0,0.02,33176.0,375.59,2.93,11.59,0.0,16.0,,0.0,0.0,0.0,151296.0,6.0,9.0,41.0
2020-08-28 21:34:28,15326052.0,4025924.0,11300128.0,0.0,72188.0,0.0,224892.0,62727168.0,0.0,0.0,66527108.0,5339408.0,4194304.0,61446144.0,2430512.0,7164.0,0.0,0.0,0.0,0.0,0.0,2048.0,47688160.0,345248.0,47342912.0,8880.0,4335164.0,59817968.0,485628.0,65945364.0,10332.0,0.0,240224.0,1414632.0,263752.0,4303640.0,0.0,0.0,1678384.0,7052.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,8.0,0.0,,15.0,80632.0,384560.0,224892.0,64135832.0,154690.0,491208.0,45.0,52006.0,,,0.0,101.2,0.0,108.57,9626.0,79.18,1.19,8.42,0.0,0.02,34366.0,376.37,2.83,11.21,0.0,3.0,,0.0,0.0,0.0,151296.0,5.0,8.0,41.0
2020-08-28 21:34:29,15382012.0,4024508.0,11357504.0,0.0,72188.0,0.0,224892.0,62753380.0,0.0,0.0,66527108.0,5339408.0,4194304.0,61446144.0,2430512.0,7544.0,0.0,0.0,0.0,0.0,0.0,2048.0,47658884.0,346664.0,47312220.0,8880.0,4335164.0,59817284.0,458984.0,65945364.0,10332.0,0.0,240224.0,1413908.0,263740.0,4303640.0,0.0,0.0,1677648.0,7052.0,33403132.0,33554428.0,10332.0,0.0,34359738367.0,0.0,64.0,0.0,,8.0,83560.0,388592.0,224892.0,64165992.0,161009.0,460348.0,43.0,51251.0,,,0.0,101.2,0.0,103.04,9951.0,81.66,1.2,8.4,0.0,0.02,33420.0,379.21,2.72,11.62,0.0,12.0,,0.0,0.0,0.0,151296.0,6.0,9.0,43.0
