collected,samples,min_latency,avg_latency,max_latency
1598650577,9339,0.399,2.5710000000000000,10.074
1598650578,10346,0.389,2.3200000000000000,11.245
1598650579,7435,0.399,3.2040000000000000,26.614
1598650580,6608,0.420,3.6620000000000000,22.653
1598650581,5773,0.404,4.1560000000000000,25.249
1598650582,5586,0.371,4.2920000000000000,39.228
1598650583,4413,0.403,5.4430000000000000,65.837
1598650584,5147,0.447,4.6590000000000000,43.060
1598650585,6835,0.375,3.5010000000000000,25.871
1598650586,10549,0.402,2.2840000000000000,23.644
1598650587,10565,0.390,2.2720000000000000,11.675
1598650588,10231,0.400,2.3440000000000000,12.841
1598650589,9029,0.383,2.6560000000000000,29.618
1598650590,4818,0.430,4.9140000000000000,52.757
1598650591,4110,0.439,5.8460000000000000,57.138
1598650592,5668,0.384,4.2930000000000000,44.680
1598650593,6578,0.423,3.6460000000000000,32.851
1598650594,6114,0.437,3.9170000000000000,28.308
1598650595,5527,0.424,4.3250000000000000,41.423
1598650596,4311,0.409,5.6030000000000000,43.507
1598650597,8713,0.410,2.7540000000000000,37.337
1598650598,9176,0.419,2.6170000000000000,8.595
1598650599,8867,0.436,2.7040000000000000,9.024
1598650600,8822,0.422,2.7210000000000000,10.711
1598650601,6644,0.445,3.6100000000000000,46.464
1598650602,3951,0.440,6.0660000000000000,47.793
1598650603,4778,0.424,5.0130000000000000,51.567
1598650604,3790,0.437,6.2590000000000000,63.105
1598650605,4417,0.419,5.5180000000000000,52.927
1598650606,4921,0.416,4.8160000000000000,48.907
1598650607,7520,0.403,3.2180000000000000,22.413
1598650608,6846,0.386,3.5210000000000000,22.463
1598650609,10034,0.411,2.3900000000000000,10.187
1598650610,10074,0.399,2.3830000000000000,11.039
1598650611,9620,0.410,2.4970000000000000,12.785
1598650612,9161,0.386,2.6190000000000000,8.238
1598650613,3636,0.474,6.5280000000000000,47.068
1598650614,4333,0.456,5.5990000000000000,53.628
1598650615,3872,0.441,6.0830000000000000,53.942
1598650616,3902,0.446,6.2660000000000000,52.347
1598650617,4264,0.394,5.5710000000000000,54.146
1598650618,4169,0.445,5.7380000000000000,46.806
1598650619,4178,0.475,5.8180000000000000,53.166
1598650620,4191,0.456,5.6810000000000000,44.601
1598650621,5273,0.396,4.5600000000000000,47.414
1598650622,7737,0.424,3.1210000000000000,52.258
1598650623,9515,0.417,2.5250000000000000,14.001
1598650624,9425,0.422,2.5470000000000000,8.038
1598650625,9694,0.387,2.4750000000000000,12.292
1598650626,7584,0.410,3.1650000000000000,23.425
1598650627,4762,0.419,4.9880000000000000,45.098
1598650628,4226,0.433,5.7260000000000000,50.241
1598650629,5247,0.401,4.5770000000000000,43.388
1598650630,5574,0.400,4.2950000000000000,40.356
1598650631,6756,0.391,3.5660000000000000,27.916
1598650632,5904,0.406,4.0580000000000000,26.816
1598650633,8152,0.395,2.9440000000000000,44.251
1598650634,9552,0.399,2.5170000000000000,7.900
1598650635,9135,0.410,2.6270000000000000,12.060
1598650636,9259,0.382,2.5890000000000000,12.911
1598650637,7162,0.457,3.3550000000000000,50.475
1598650638,4343,0.419,5.4270000000000000,45.498
1598650639,3980,0.413,6.0170000000000000,54.349
1598650640,4423,0.434,5.5350000000000000,53.748
1598650641,4253,0.476,5.5350000000000000,53.587
1598650642,3967,0.427,6.1050000000000000,55.281
1598650643,4343,0.436,5.5780000000000000,54.455
1598650644,5634,0.407,4.2630000000000000,47.319
1598650645,6035,0.443,3.9500000000000000,24.196
1598650646,9116,0.445,2.6480000000000000,44.861
1598650647,10209,0.398,2.3530000000000000,11.374
1598650648,11186,0.398,2.1450000000000000,12.389
1598650649,10132,0.320,2.3620000000000000,16.256
1598650650,6324,0.415,3.8030000000000000,26.530
1598650651,6037,0.415,3.9470000000000000,35.420
1598650652,5273,0.388,4.5220000000000000,35.323
1598650653,4326,0.328,5.6250000000000000,48.329
1598650654,5987,0.392,4.0030000000000000,47.863
1598650655,5986,0.394,4.0100000000000000,31.216
1598650656,7176,0.415,3.3500000000000000,57.134
1598650657,9469,0.415,2.5330000000000000,13.555
1598650658,8917,0.421,2.6940000000000000,9.465
1598650659,9117,0.432,2.6320000000000000,13.224
1598650660,8994,0.407,2.6670000000000000,28.190
1598650661,6040,0.367,3.9530000000000000,32.530
1598650662,6437,0.398,3.7320000000000000,25.911
1598650663,5326,0.425,4.5230000000000000,35.112
1598650664,4792,0.420,4.9690000000000000,52.049
1598650665,4024,0.416,6.0100000000000000,64.072
1598650666,4441,0.420,5.4060000000000000,46.531
1598650667,4738,0.420,5.0580000000000000,51.423
1598650668,8659,0.391,2.7740000000000000,28.611
1598650669,10435,0.399,2.3020000000000000,11.674
1598650670,10322,0.364,2.3240000000000000,9.185
1598650671,10060,0.319,2.3860000000000000,11.257
1598650672,6376,0.422,3.7240000000000000,33.107
1598650673,5137,0.383,4.6600000000000000,52.688
1598650674,3876,0.427,6.0780000000000000,58.467
1598650675,4342,0.419,5.6270000000000000,68.383
1598650676,4735,0.425,5.0720000000000000,53.933
1598650677,5082,0.408,4.6820000000000000,48.105
1598650678,3677,0.403,6.6460000000000000,56.283
1598650679,4246,0.408,5.6620000000000000,57.260
1598650680,5376,0.403,4.4650000000000000,53.543
1598650681,9599,0.382,2.5030000000000000,12.883
1598650682,10255,0.400,2.3390000000000000,8.558
1598650683,10101,0.400,2.3780000000000000,12.876
1598650684,9108,0.354,2.6180000000000000,23.827
1598650685,6557,0.404,3.6810000000000000,26.162
1598650686,4785,0.431,5.0060000000000000,54.851
1598650687,3786,0.430,6.2490000000000000,60.790
1598650688,3995,0.419,6.1020000000000000,61.171
1598650689,4033,0.426,5.8290000000000000,53.231
1598650690,3822,0.459,6.4010000000000000,71.827
1598650691,4419,0.411,5.3970000000000000,49.750
1598650692,6154,0.409,3.9300000000000000,39.785
1598650693,9357,0.397,2.5660000000000000,10.667
1598650694,9324,0.399,2.5740000000000000,14.122
1598650695,9954,0.398,2.4080000000000000,11.318
1598650696,9719,0.412,2.4590000000000000,16.763
1598650697,6547,0.422,3.6680000000000000,25.584
1598650698,5869,0.416,4.1090000000000000,28.711
1598650699,5424,0.444,4.4040000000000000,33.234
1598650700,4352,0.408,5.4710000000000000,58.951
1598650701,4507,0.432,5.3910000000000000,61.753
1598650702,5925,0.420,4.0440000000000000,25.593
1598650703,5989,0.394,3.9580000000000000,30.862
1598650704,9234,0.403,2.6350000000000000,23.919
1598650705,9648,0.402,2.4870000000000000,10.454
1598650706,9178,0.408,2.6160000000000000,14.282
1598650707,9033,0.400,2.6550000000000000,10.099
1598650708,6180,0.402,3.8540000000000000,27.449
1598650709,4422,0.380,5.4690000000000000,54.829
1598650710,5019,0.404,4.7520000000000000,57.475
1598650711,6385,0.377,3.7590000000000000,30.707
1598650712,6224,0.407,3.8820000000000000,23.848
1598650713,5920,0.396,4.0510000000000000,33.415
1598650714,6057,0.394,3.9620000000000000,32.474
1598650715,6965,0.402,3.4500000000000000,30.413
1598650716,9030,0.394,2.6560000000000000,12.803
1598650717,9213,0.394,2.6060000000000000,9.513
1598650718,8561,0.425,2.8060000000000000,15.015
1598650719,7083,0.388,3.3220000000000000,49.790
1598650720,4396,0.401,5.5650000000000000,53.366
1598650721,3448,0.453,6.8720000000000000,58.984
1598650722,4559,0.424,5.2910000000000000,66.896
1598650723,5638,0.413,4.2890000000000000,38.602
1598650724,5625,0.408,4.2630000000000000,32.618
1598650725,5929,0.432,4.0200000000000000,29.093
1598650726,5322,0.433,4.5460000000000000,30.134
1598650727,6074,0.402,3.9490000000000000,61.251
1598650728,8382,0.418,2.8650000000000000,11.042
1598650729,9028,0.409,2.6580000000000000,9.640
1598650730,8453,0.432,2.8360000000000000,13.029
1598650731,8876,0.410,2.7070000000000000,10.656
1598650732,6200,0.382,3.8520000000000000,35.253
1598650733,5643,0.426,4.2710000000000000,33.632
1598650734,5733,0.403,4.1850000000000000,29.691
1598650735,5682,0.411,4.1780000000000000,39.451
1598650736,4836,0.414,4.8890000000000000,42.571
1598650737,3925,0.423,6.2780000000000000,57.164
1598650738,5000,0.378,4.8000000000000000,55.953
1598650739,6466,0.419,3.7100000000000000,39.114
1598650740,8417,0.429,2.8500000000000000,12.463
1598650741,9059,0.413,2.6500000000000000,12.781
1598650742,9034,0.400,2.6560000000000000,10.528
1598650743,8987,0.391,2.6700000000000000,11.838
1598650744,4087,0.433,5.7660000000000000,53.588
1598650745,4366,0.404,5.5130000000000000,53.383
1598650746,4024,0.440,6.0520000000000000,63.709
1598650747,4317,0.446,5.5570000000000000,58.449
1598650748,6439,0.404,3.7340000000000000,29.355
1598650749,6542,0.396,3.6660000000000000,27.278
1598650750,6377,0.381,3.7620000000000000,26.294
1598650751,7727,0.407,3.1100000000000000,33.104
1598650752,9669,0.377,2.4800000000000000,11.595
1598650753,8627,0.387,2.7820000000000000,13.687
1598650754,8609,0.402,2.7840000000000000,9.541
1598650755,7776,0.411,3.0910000000000000,46.710
1598650756,3918,0.447,6.0200000000000000,54.377
1598650757,3767,0.443,6.4770000000000000,56.913
1598650758,3943,0.428,5.9960000000000000,55.439
1598650759,4905,0.398,4.9690000000000000,52.366
1598650760,5162,0.419,4.6120000000000000,37.734
1598650761,4683,0.402,5.0960000000000000,55.264
1598650762,3941,0.435,6.1710000000000000,57.040
1598650763,4195,0.417,5.6680000000000000,56.773
1598650764,6799,0.373,3.5610000000000000,37.032
1598650765,8768,0.392,2.7380000000000000,17.607
1598650766,9144,0.375,2.6240000000000000,12.656
1598650767,8829,0.378,2.7180000000000000,11.812
1598650768,8461,0.420,2.8380000000000000,12.676
1598650769,4570,0.440,5.2510000000000000,61.876
1598650770,3687,0.428,6.5030000000000000,57.409
1598650771,4034,0.443,5.8320000000000000,60.026
1598650772,5144,0.392,4.7610000000000000,63.430
1598650773,5102,0.396,4.6550000000000000,45.411
1598650774,4262,0.425,5.6910000000000000,54.384
1598650775,3670,0.406,6.4120000000000000,52.225
1598650776,4496,0.400,5.4430000000000000,50.628
1598650777,5411,0.381,4.3420000000000000,36.786
1598650778,8604,0.386,2.8470000000000000,32.774
1598650779,8407,0.423,2.8450000000000000,16.046
1598650780,7848,0.430,3.0660000000000000,12.844
1598650781,7935,0.410,3.0280000000000000,10.168
1598650782,7069,0.420,3.3690000000000000,36.500
1598650783,3473,0.426,6.9600000000000000,55.583
1598650784,3952,0.430,5.9830000000000000,45.897
1598650785,3471,0.401,6.9170000000000000,59.254
1598650786,3807,0.405,6.3690000000000000,56.698
1598650787,4145,0.449,5.7600000000000000,63.878
1598650788,4045,0.402,5.9860000000000000,57.543
1598650789,3722,0.441,6.3850000000000000,51.987
1598650790,3757,0.468,6.4450000000000000,49.075
1598650791,4079,0.423,5.8460000000000000,44.187
1598650792,3853,0.429,6.2810000000000000,54.540
1598650793,8546,0.429,2.8070000000000000,12.852
1598650794,8652,0.391,2.7700000000000000,9.904
1598650795,8889,0.404,2.7050000000000000,9.264
1598650796,8820,0.379,2.7200000000000000,9.003
1598650797,7711,0.387,3.1110000000000000,27.057
1598650798,6083,0.422,3.9440000000000000,30.121
1598650799,5600,0.390,4.2890000000000000,30.697
1598650800,5479,0.424,4.3760000000000000,48.421
1598650801,4054,0.456,5.9290000000000000,55.289
1598650802,5045,0.400,4.7020000000000000,43.979
1598650803,6195,0.417,3.8910000000000000,26.407
1598650804,7817,0.423,3.0930000000000000,39.396
1598650805,9084,0.407,2.6390000000000000,10.491
1598650806,9287,0.404,2.5880000000000000,12.883
1598650807,9199,0.380,2.6090000000000000,10.154
1598650808,8320,0.389,2.8580000000000000,27.113
1598650809,5511,0.437,4.3930000000000000,31.548
1598650810,5634,0.420,4.2150000000000000,32.346
1598650811,4942,0.435,4.9030000000000000,45.108
1598650812,3950,0.444,6.0250000000000000,71.013
1598650813,4878,0.433,4.9580000000000000,54.751
1598650814,5026,0.385,4.7690000000000000,48.488
1598650815,4745,0.409,5.0710000000000000,50.314
1598650816,7764,0.416,3.0930000000000000,34.793
1598650817,8158,0.374,2.9400000000000000,13.117
1598650818,8690,0.374,2.7630000000000000,9.979
1598650819,8335,0.412,2.8740000000000000,11.565
1598650820,8135,0.401,2.9090000000000000,34.557
1598650821,4050,0.384,6.0160000000000000,55.532
1598650822,4171,0.431,5.7540000000000000,54.930
1598650823,5369,0.416,4.4390000000000000,34.794
1598650824,5144,0.404,4.6910000000000000,36.368
1598650825,5373,0.397,4.4490000000000000,42.512
1598650826,4085,0.444,5.9120000000000000,71.168
1598650827,4026,0.381,5.9070000000000000,57.421
1598650828,4072,0.398,5.9360000000000000,64.551
1598650829,6105,0.397,3.9310000000000000,61.660
1598650830,8982,0.382,2.6750000000000000,9.382
1598650831,8548,0.409,2.8100000000000000,13.271
1598650832,8422,0.401,2.8460000000000000,14.789
1598650833,7885,0.417,3.0460000000000000,12.511
1598650834,5174,0.422,4.5500000000000000,42.031
1598650835,4488,0.448,5.3840000000000000,42.038
1598650836,4345,0.410,5.5350000000000000,70.296
1598650837,3663,0.462,6.5970000000000000,68.392
1598650838,3477,0.484,6.9260000000000000,72.847
1598650839,3699,0.411,6.4200000000000000,64.433
1598650840,5188,0.401,4.6730000000000000,53.846
1598650841,6308,0.368,3.8050000000000000,23.841
1598650842,6985,0.406,3.4360000000000000,31.841
1598650843,9005,0.408,2.6650000000000000,12.780
1598650844,8648,0.399,2.7760000000000000,10.060
1598650845,9324,0.381,2.5740000000000000,11.370
1598650846,9497,0.387,2.5170000000000000,22.459
1598650847,6412,0.365,3.7370000000000000,22.755
1598650848,6373,0.386,3.7660000000000000,26.165
1598650849,5931,0.415,4.0640000000000000,31.224
1598650850,5339,0.405,4.4990000000000000,39.452
1598650851,5510,0.403,4.3010000000000000,37.528
1598650852,4553,0.410,5.3100000000000000,55.877
1598650853,5703,0.423,4.2270000000000000,52.515
1598650854,8992,0.392,2.6700000000000000,10.578
1598650855,8710,0.375,2.7560000000000000,13.061
1598650856,8771,0.394,2.7370000000000000,12.233
1598650857,8708,0.401,2.7540000000000000,11.618
1598650858,5821,0.398,4.1250000000000000,44.566
1598650859,3863,0.421,6.0990000000000000,53.237
1598650860,3698,0.455,6.6050000000000000,65.147
1598650861,3484,0.442,6.7750000000000000,67.336
1598650862,4162,0.391,5.8150000000000000,70.141
1598650863,3643,0.400,6.6420000000000000,61.844
1598650864,3789,0.399,6.2810000000000000,60.185
1598650865,3984,0.422,6.0130000000000000,65.040
1598650866,4995,0.384,4.8190000000000000,50.666
1598650867,4592,0.407,5.2660000000000000,54.872
1598650868,8919,0.381,2.6900000000000000,11.737
1598650869,8047,0.430,2.9840000000000000,13.166
1598650870,8122,0.419,2.9560000000000000,12.571
1598650871,8137,0.419,2.9480000000000000,16.067
1598650872,6495,0.415,3.6460000000000000,59.090
1598650873,4203,0.407,5.7290000000000000,53.523
1598650874,4973,0.433,4.8170000000000000,53.537
1598650875,5686,0.384,4.2720000000000000,34.240
1598650876,5361,0.433,4.4280000000000000,36.109
1598650877,5430,0.407,4.4700000000000000,36.785
1598650878,4263,0.420,5.6250000000000000,56.928
1598650879,5604,0.387,4.2730000000000000,51.881
1598650880,7740,0.381,3.1060000000000000,31.693
1598650881,9235,0.324,2.6010000000000000,13.211
1598650882,8654,0.410,2.7710000000000000,13.115
1598650883,8354,0.376,2.8730000000000000,11.865
1598650884,10602,0.412,2.2650000000000000,32.370
1598650885,5883,0.435,4.0780000000000000,40.357
1598650886,5984,0.429,4.0080000000000000,38.056
1598650887,5137,0.431,4.6790000000000000,43.027
1598650888,7177,0.435,3.3190000000000000,45.201
1598650889,7916,0.408,3.0530000000000000,28.225
1598650890,7967,0.420,2.9930000000000000,28.129
1598650891,7695,0.412,3.1380000000000000,30.321
1598650892,5254,0.472,4.5640000000000000,40.380
1598650893,6921,0.463,3.4720000000000000,49.672
1598650894,11725,0.436,2.0350000000000000,8.692
1598650895,11621,0.406,2.0740000000000000,10.123
1598650896,11267,0.424,2.1340000000000000,11.745
1598650897,11517,0.432,2.0840000000000000,12.069
1598650898,9570,0.413,2.4820000000000000,47.297
1598650899,5973,0.431,4.0590000000000000,45.672
1598650900,7884,0.443,3.0360000000000000,32.728
1598650901,7644,0.464,3.1340000000000000,25.842
1598650902,7786,0.458,3.0890000000000000,32.227
1598650903,6562,0.438,3.6330000000000000,78.011
1598650904,5610,0.389,4.2660000000000000,44.339
1598650905,6487,0.407,3.7420000000000000,42.209
1598650906,6379,0.449,3.7630000000000000,40.684
1598650907,9262,0.446,2.5910000000000000,41.243
1598650908,10600,0.466,2.2640000000000000,11.752
1598650909,11049,0.420,2.1730000000000000,8.181
1598650910,11407,0.405,2.1040000000000000,7.840
1598650911,10846,0.438,2.2090000000000000,10.951
1598650912,8643,0.475,2.7570000000000000,44.958
1598650913,5468,0.450,4.3880000000000000,47.684
1598650914,5415,0.471,4.4500000000000000,39.362
1598650915,5227,0.472,4.6160000000000000,41.647
1598650916,5115,0.477,4.6860000000000000,52.049
1598650917,5350,0.505,4.4830000000000000,50.565
1598650918,5195,0.481,4.5520000000000000,68.575
1598650919,5443,0.464,4.4310000000000000,52.087
1598650920,5036,0.437,4.7200000000000000,56.486
1598650921,4838,0.427,5.0350000000000000,65.608
1598650922,4109,0.488,5.8800000000000000,63.133
1598650923,6847,0.400,3.5040000000000000,58.127
1598650924,12357,0.401,1.9420000000000000,11.311
1598650925,12290,0.398,1.9530000000000000,11.662
1598650926,12127,0.396,1.9780000000000000,10.293
1598650927,12143,0.445,1.9770000000000000,10.387
1598650928,9250,0.442,2.5950000000000000,30.254
1598650929,7415,0.444,3.2100000000000000,27.776
1598650930,6938,0.404,3.4880000000000000,32.109
1598650931,7787,0.424,3.0670000000000000,31.104
1598650932,7832,0.461,3.0760000000000000,55.291
1598650933,6765,0.423,3.5490000000000000,32.742
1598650934,5806,0.480,4.0920000000000000,44.483
1598650935,5564,0.440,4.3140000000000000,46.305
1598650936,5505,0.426,4.3630000000000000,45.373
1598650937,9478,0.458,2.5570000000000000,64.035
1598650938,10576,0.445,2.2680000000000000,8.672
1598650939,10755,0.429,2.2320000000000000,9.845
1598650940,11129,0.423,2.1560000000000000,12.103
1598650941,11579,0.423,2.0740000000000000,13.743
1598650942,9310,0.391,2.5770000000000000,26.689
1598650943,8097,0.416,2.9440000000000000,30.149
1598650944,6357,0.453,3.7500000000000000,41.212
1598650945,6445,0.438,3.7330000000000000,37.345
1598650946,5726,0.439,4.2030000000000000,58.021
1598650947,5503,0.417,4.3380000000000000,46.853
1598650948,5665,0.491,4.2950000000000000,44.272
1598650949,5396,0.494,4.4480000000000000,40.849
1598650950,5406,0.488,4.4350000000000000,47.207
1598650951,5653,0.464,4.2500000000000000,60.421
1598650952,11207,0.398,2.1420000000000000,13.826
1598650953,11845,0.421,2.0260000000000000,10.375
1598650954,12288,0.419,1.9530000000000000,8.795
1598650955,12586,0.425,1.9070000000000000,11.165
1598650956,10984,0.379,2.1840000000000000,21.115
1598650957,7553,0.432,3.1660000000000000,32.283
1598650958,5754,0.441,4.1640000000000000,45.149
1598650959,5586,0.499,4.3210000000000000,47.720
1598650960,6925,0.463,3.4650000000000000,40.857
1598650961,8132,0.424,2.9370000000000000,25.025
1598650962,8338,0.439,2.8690000000000000,24.715
1598650963,8259,0.435,2.9070000000000000,22.448
1598650964,8690,0.410,2.7840000000000000,36.579
1598650965,11330,0.409,2.1190000000000000,10.038
1598650966,10907,0.453,2.1990000000000000,10.957
1598650967,10985,0.457,2.1840000000000000,7.298
1598650968,10530,0.459,2.2800000000000000,10.952
1598650969,10946,0.451,2.1940000000000000,9.442
1598650970,6900,0.399,3.4670000000000000,32.410
1598650971,7216,0.400,3.3350000000000000,31.555
1598650972,7359,0.408,3.2480000000000000,30.688
1598650973,7918,0.427,3.0340000000000000,26.173
1598650974,7131,0.397,3.3770000000000000,36.660
1598650975,7325,0.442,3.2520000000000000,30.043
1598650976,4915,0.466,4.9200000000000000,41.162
1598650977,3278,0.482,4.4140000000000000,38.477
